faixa,bloco_validacao,quadro,temperatura,intensidade,calibracao,espaco,semente,iou_amarelo,iou_azul,iou_vermelho,miou
0,0,400,2700,1.0,campo,ab,2,0.76430976431,0.0345630301835,0.660869565217,0.48658078657
0,0,400,2700,1.0,campo,Lab,2,0.911646586345,0.639259259259,0.651982378855,0.73429607482
0,0,400,2700,1.5,sem,ab,0,0.00178638585935,0.0,0.584905660377,0.195564015412
0,0,400,2700,1.5,sem,Lab,0,0.00250178699071,0.0,0.416445623342,0.139649136778
0,0,400,2700,1.5,sem,ab,1,0.00112538685173,0.0,0.583643122677,0.194922836509
0,0,400,2700,1.5,sem,Lab,1,0.00197541703248,0.0,0.416886543536,0.139620653523
0,0,400,2700,1.5,sem,ab,2,0.00150023441163,0.0,0.587121212121,0.196207148844
0,0,400,2700,1.5,sem,Lab,2,0.00212743325178,0.0,0.425876010782,0.142667814678
0,0,400,2700,1.5,campo,ab,0,0.759075907591,0.0439772496445,0.672413793103,0.49182231678
0,0,400,2700,1.5,campo,Lab,0,0.92,0.575859743763,0.655462184874,0.717107309546
0,0,400,2700,1.5,campo,ab,1,0.759075907591,0.0438271291453,0.666666666667,0.489856567801
0,0,400,2700,1.5,campo,Lab,1,0.921843687375,0.880535530381,0.632653061224,0.811677426327
0,0,400,2700,1.5,campo,ab,2,0.760330578512,0.0439130876231,0.676855895197,0.493699853777
0,0,400,2700,1.5,campo,Lab,2,0.921843687375,0.755968169761,0.656779661017,0.778197172718
0,0,400,3200,0.4,sem,ab,0,0.0718213631061,0.0,0.690607734807,0.254143032638
0,0,400,3200,0.4,sem,Lab,0,0.0,0.0,0.661375661376,0.220458553792
0,0,400,3200,0.4,sem,ab,1,0.0719041278296,0.0,0.679347826087,0.250417317972
0,0,400,3200,0.4,sem,Lab,1,0.0,0.0,0.661375661376,0.220458553792
0,0,400,3200,0.4,sem,ab,2,0.0724396336386,0.0,0.690607734807,0.254349122815
0,0,400,3200,0.4,sem,Lab,2,0.0,0.0,0.65625,0.21875
0,0,400,3200,0.4,campo,ab,0,0.764604810997,0.0370307529162,0.689839572193,0.497158378702
0,0,400,3200,0.4,campo,Lab,0,0.897177419355,0.488075429839,0.653465346535,0.67957273191
0,0,400,3200,0.4,campo,ab,1,0.763293310463,0.0370746571864,0.693548387097,0.497972118249
0,0,400,3200,0.4,campo,Lab,1,0.897177419355,0.597420230821,0.663507109005,0.71936825306
0,0,400,3200,0.4,campo,ab,2,0.764604810997,0.0367702805155,0.693548387097,0.498307826203
0,0,400,3200,0.4,campo,Lab,2,0.894949494949,0.673359073359,0.65671641791,0.741674995406
0,0,400,3200,1.0,sem,ab,0,0.0548245614035,0.0,0.637554585153,0.230793048852
0,0,400,3200,1.0,sem,Lab,0,0.0641659796647,0.0,0.413157894737,0.159107958134
0,0,400,3200,1.0,sem,ab,1,0.0562244160848,0.0,0.631578947368,0.229267787818
0,0,400,3200,1.0,sem,Lab,1,0.0644049096676,0.0,0.623376623377,0.229260511015
0,0,400,3200,1.0,sem,ab,2,0.0552793560606,0.0,0.632743362832,0.229340906297
0,0,400,3200,1.0,sem,Lab,2,0.0722910216718,0.0,0.592,0.221430340557
0,0,400,3200,1.0,campo,ab,0,0.748310810811,0.0381097560976,0.663716814159,0.483379127023
0,0,400,3200,1.0,campo,Lab,0,0.845419847328,0.61706629055,0.651982378855,0.704822838911
0,0,400,3200,1.0,campo,ab,1,0.749576988156,0.0381088949724,0.657777777778,0.481821220302
0,0,400,3200,1.0,campo,Lab,1,0.894949494949,0.719110378913,0.62447257384,0.746177482567
0,0,400,3200,1.0,campo,ab,2,0.739565943239,0.0379510756419,0.680365296804,0.485960771895
0,0,400,3200,1.0,campo,Lab,2,0.882470119522,0.600276625173,0.680555555556,0.72110076675
0,0,400,3200,1.5,sem,ab,0,0.0563121089437,0.00212314225053,0.604743083004,0.221059444733
0,0,400,3200,1.5,sem,Lab,0,0.0599948612539,0.0,0.467261904762,0.175752255339
0,0,400,3200,1.5,sem,ab,1,0.0526909624281,0.0,0.645299145299,0.232663369242
0,0,400,3200,1.5,sem,Lab,1,0.0539385539386,0.0,0.604743083004,0.219560545648
0,0,400,3200,1.5,sem,ab,2,0.0578121106404,0.0,0.609561752988,0.222457954543
0,0,400,3200,1.5,sem,Lab,2,0.0539012003693,0.0,0.621399176955,0.225100125775
0,0,400,3200,1.5,campo,ab,0,0.758223684211,0.0364099991639,0.669603524229,0.488079069201
0,0,400,3200,1.5,campo,Lab,0,0.922,0.592465753425,0.619433198381,0.711299650602
0,0,400,3200,1.5,campo,ab,1,0.753267973856,0.036427437547,0.660869565217,0.483521658874
